Address,Price,Beds,Baths,Space
"89 Willowbrook Rd, Markham, Ontario L3T5K7","$1,299,000 CAD",6 BedsBds,4 BathsBa,
"7960 REESOR RD, Markham, Ontario L6B1A8","$14,000,000 CAD",,,
"$161 Highglen Ave, Markham, Ontario","$1,780,000 CAD",4 BedsBds,6 BathsBa,
"56 QUANTUM ST, Markham, Ontario L3S4J5","$1,190,000 CAD",6 BedsBds,4 BathsBa,
"30 FORESTER CRES, Markham, Ontario L6C1W2","$2,598,000 CAD",6 BedsBds,6 BathsBa,
"$7167 Yonge St 1415, Markham, Ontario","$635,000 CAD",1 BedBd,1 BathBa,
"61 Highland Park Blvd, Markham, Ontario L3T1B4","$1,798,800 CAD",4 BedsBds,3 BathsBa,
"3 SIR GALAHAD PL, Markham, Ontario L3P2H5","$1,299,000 CAD",4 BedsBds,4 BathsBa,
"61 ARMILLO PL, Markham, Ontario L6E0V4","$1,230,000 CAD",3 BedsBds,5 BathsBa,
"66 Kentland St, Markham, Ontario","$1,788,000 CAD",5 BedsBds,4 BathsBa,"3,000 SqftSqft"
"9704 Mccowan Rd, Markham, Ontario","$828,800 CAD",2 BedsBds,3 BathsBa,900 SqftSqft
"204 Louisbourg Way, Markham, Ontario","$749,990 CAD",2 BedsBds,3 BathsBa,"1,200 SqftSqft"
"15 Lee Ave, Markham, Ontario L3R0L7","$5,668,000 CAD",2 BedsBds,1 BathBa,
"233 MAIN ST, Markham, Ontario L3R5T6","$4,088,888 CAD",3 BedsBds,3 BathsBa,
"8 Bramble Way, Markham, Ontario","$799,009 CAD",3 BedsBds,3 BathsBa,"1,800 SqftSqft"
"$9506 Markham Rd 906, Markham, Ontario","$629,800 CAD",1 BedBd,1 BathBa,
"109 Decast Cres, Markham, Ontario","$1,058,000 CAD",3 BedsBds,3 BathsBa,"2,000 SqftSqft"
"5077 14TH AVE E, Markham, Ontario L3S3K4","$999,000 CAD",,,
"52 Albert St, Markham, Ontario L3P2T5","$998,000 CAD",1 BedBd,2 BathsBa,
"24 PETER ST, Markham, Ontario L3P2A6","$1,988,000 CAD",4 BedsBds,5 BathsBa,
"$213 Grandview Ave, Markham, Ontario","$1,999,999 CAD",5 BedsBds,3 BathsBa,
"11 DUNSHEATH WAY 1203, Markham, Ontario L6B1N3","$709,900 CAD",2 BedsBds,2 BathsBa,
"$41 Ferrah St, Markham, Ontario","$1,498,000 CAD",4 BedsBds,4 BathsBa,
"42 KINDALE WAY, Markham, Ontario L3T4Z3","$729,000 CAD",3 BedsBds,2 BathsBa,
"60 South Town Centre Blvd, Markham, Ontario","$599,009 CAD",2 BedsBds,2 BathsBa,"1,000 SqftSqft"
"16 Rainsford Rd, Markham, Ontario","$1,299,000 CAD",4 BedsBds,4 BathsBa,"2,000 SqftSqft"
"9704 Mccowan Rd, Markham, Ontario","$928,800 CAD",2 BedsBds,2 BathsBa,900 SqftSqft
"$8 Loon Harbour Way, Markham, Ontario","$1,259,000 CAD",2 BedsBds,3 BathsBa,
"30 Sophia Rd, Markham, Ontario","$999,000 CAD",3 BedsBds,4 BathsBa,
"38 Cedarland Dr, Markham, Ontario","$880,000 CAD",3 BedsBds,3 BathsBa,"1,400 SqftSqft"
"29 Warden Woods Crt, Markham, Ontario L3R5W5","$3,250,000 CAD",6 BedsBds,5 BathsBa,
"9 Natasha Way 36, Markham, Ontario L3R5P6","$899,000 CAD",4 BedsBds,3 BathsBa,
"52 FAIRWAY HEIGHTS DR, Markham, Ontario L3T3A9","$5,488,000 CAD",8 BedsBds,8 BathsBa,
"2 ADAM SELLERS ST 602, Markham, Ontario L6B1P2","$668,000 CAD",2 BedsBds,2 BathsBa,
"20 LADYSLIPPER Court, Markham, Ontario L3T 2S7","$2,549,999 CAD",7 BedsBds,4 BathsBa,"3,950 SqftSqft"
"160 CHANCERY RD 81, Markham, Ontario L6E0B9","$599,990 CAD",1 BedBd,1 BathBa,
"$125 Kirk Dr, Markham, Ontario","$1,298,888 CAD",4 BedsBds,3 BathsBa,
"$15 Pavillion St, Markham, Ontario","$1,680,000 CAD",3 BedsBds,2 BathsBa,
"$646 Village Pkwy 19, Markham, Ontario","$849,888 CAD",3 BedsBds,2 BathsBa,
"37 Halder Cres, Markham, Ontario","$919,000 CAD",3 BedsBds,3 BathsBa,"1,500 SqftSqft"
"3 Windridge Dr, Markham, Ontario L3P1T7","$1,599,000 CAD",5 BedsBds,3 BathsBa,
"46 GLENGORDON CRES, Markham, Ontario L6C0K1","$2,250,000 CAD",4 BedsBds,4 BathsBa,
"38 Briar Path Lane, Markham, Ontario","$1,399,000 CAD",4 BedsBds,4 BathsBa,"3,000 SqftSqft"
"71 Luzon  (T-161) Ave, Markham, Ontario L6E0S8","$1,399,990 CAD",3 BedsBds,3 BathsBa,
"9 Coleraine Ave, Markham, Ontario","$1,118,888 CAD",4 BedsBds,4 BathsBa,"2,500 SqftSqft"
"86 Hammersly Blvd, Markham, Ontario L6E0L1","$1,399,900 CAD",4 BedsBds,4 BathsBa,
"50 Dunsheath Way, Markham, Ontario","$729,000 CAD",2 BedsBds,2 BathsBa,"1,000 SqftSqft"
"372 Arthur Bonner Ave, Markham, Ontario","$768,000 CAD",2 BedsBds,3 BathsBa,"1,400 SqftSqft"
"56 MONKHOUSE RD, Markham, Ontario L6E1V7","$1,059,000 CAD",5 BedsBds,4 BathsBa,
"30 MANNAR DR, Markham, Ontario L6C0Z3","$899,900 CAD",4 BedsBds,3 BathsBa,
"$105 Faithful Way, Markham, Ontario","$750,000 CAD",3 BedsBds,3 BathsBa,
"$378 Cornell Rouge Blvd, Markham, Ontario","$899,888 CAD",3 BedsBds,3 BathsBa,
"61 SUMMERLEA ST, Markham, Ontario L3S4H7","$1,288,888 CAD",6 BedsBds,4 BathsBa,
"9 JILL CRT, Markham, Ontario L3P3S1","$1,899,000 CAD",5 BedsBds,4 BathsBa,
"116 Louisbourg Way, Markham, Ontario","$650,000 CAD",2 BedsBds,3 BathsBa,"1,200 SqftSqft"
"271 Green Lane, Markham, Ontario","$1,699,000 CAD",4 BedsBds,5 BathsBa,"3,500 SqftSqft"
"585 Village Pkwy, Markham, Ontario","$1,599,000 CAD",4 BedsBds,5 BathsBa,"3,000 SqftSqft"
"36 TANGMERE CRES, Markham, Ontario L3R6Y8","$850,000 CAD",3 BedsBds,4 BathsBa,
"20 St Moritz Way, Markham, Ontario","$899,000 CAD",4 BedsBds,3 BathsBa,"1,800 SqftSqft"
"89 South Town Centre Blvd, Markham, Ontario","$668,000 CAD",1 BedBd,2 BathsBa,700 SqftSqft
"211 Woodhall Rd, Markham, Ontario","$999,000 CAD",4 BedsBds,5 BathsBa,"2,000 SqftSqft"
"72 GRANDLEA CRES, Markham, Ontario L3S4A3","$1,480,000 CAD",5 BedsBds,4 BathsBa,
"6 ALBERT BAILY WAY, Markham, Ontario L3R5P5","$998,000 CAD",3 BedsBds,3 BathsBa,
"11 Spiker St, Markham, Ontario","$1,288,000 CAD",4 BedsBds,3 BathsBa,"2,000 SqftSqft"
"136 Frederick Wilson Ave, Markham, Ontario","$999,000 CAD",3 BedsBds,3 BathsBa,
"35 LINCOLN GREEN DR, Markham, Ontario L3P1R6","$3,088,000 CAD",5 BedsBds,6 BathsBa,
"3 Loring Cres, Markham, Ontario","$1,388,000 CAD",4 BedsBds,3 BathsBa,"2,500 SqftSqft"
"$102 Rainbow Valley Cres, Markham, Ontario","$1,188,800 CAD",3 BedsBds,3 BathsBa,
"21 Kalvinster Dr, Markham, Ontario","$1,099,000 CAD",3 BedsBds,4 BathsBa,"2,000 SqftSqft"
"16 Wingrove St, Markham, Ontario","$899,000 CAD",3 BedsBds,4 BathsBa,"1,500 SqftSqft"
"$109 William Bartlett Dr, Markham, Ontario","$1,688,000 CAD",4 BedsBds,5 BathsBa,
"112 Chloe Cres, Markham, Ontario L3S2J2","$1,299,900 CAD",4 BedsBds,3 BathsBa,
"3 Walter Scott Cres, Markham, Ontario","$1,199,000 CAD",4 BedsBds,4 BathsBa,"2,500 SqftSqft"
"50 Clegg Rd, Markham, Ontario","$999,888 CAD",2 BedsBds,2 BathsBa,"1,200 SqftSqft"
"7 Rinas Ave, Markham, Ontario","$1,588,888 CAD",4 BedsBds,4 BathsBa,"2,500 SqftSqft"
"301 South Park Rd 11, Markham, Ontario L3T0B9","$1,289,000 CAD",3 BedsBds,3 BathsBa,
"213 Milliken Meadows Dr, Markham, Ontario","$999,000 CAD",3 BedsBds,4 BathsBa,"1,500 SqftSqft"
"$179 Woodhall Rd, Markham, Ontario","$1,099,000 CAD",4 BedsBds,5 BathsBa,
"41 Rouge St, Markham, Ontario L3P1K7","$1,129,000 CAD",5 BedsBds,2 BathsBa,
"24 ALMOND AVE, Markham, Ontario L3T1L1","$1,618,000 CAD",4 BedsBds,3 BathsBa,
"3 ARLINGTON WAY, Markham, Ontario L3T7W9","$2,499,999 CAD",4 BedsBds,4 BathsBa,
"60 DUNSHEATH WAY 703, Markham, Ontario L6B0A7","$799,999 CAD",2 BedsBds,2 BathsBa,
"46 HOLST AVE, Markham, Ontario L6C0S5","$1,668,000 CAD",5 BedsBds,4 BathsBa,
"$15 Water Walk Dr  915, Markham, Ontario","$688,888 CAD",1 BedBd,1 BathBa,
"116 MAJESTIC DR, Markham, Ontario L6C2N5","$1,738,000 CAD",4 BedsBds,4 BathsBa,
"4031 16TH AVE, Markham, Ontario L3R0K5","$4,500,000 CAD",5 BedsBds,5 BathsBa,
"33 Dalmeny Rd, Markham, Ontario L3T1M1","$1,999,999 CAD",5 BedsBds,3 BathsBa,
"20 Longridge Way, Markham, Ontario","$1,090,000 CAD",3 BedsBds,3 BathsBa,"2,500 SqftSqft"
"$22 Scott Brown St, Markham, Ontario","$1,099,900 CAD",4 BedsBds,3 BathsBa,
"10 Welland Rd, Markham, Ontario","$898,888 CAD",3 BedsBds,4 BathsBa,"1,500 SqftSqft"
"10 Westmeath Lane, Markham, Ontario","$738,888 CAD",2 BedsBds,2 BathsBa,"1,000 SqftSqft"
"15 Major Elliot Crt, Markham, Ontario","$1,288,000 CAD",3 BedsBds,3 BathsBa,
"Joy Station Condos - 9781 Markham Road, Markham, Markham, Ontario L6E 0H8","$550,000 CAD",,,
"3 Waterleaf Rd Markham Ontario L6B0Z3, Markham, Ontario L6B0Z3","$1,750,900 CAD",5 BedsBds,5 BathsBa,
"33 Lugano Cres, Markham, Ontario","$1,680,000 CAD",4 BedsBds,5 BathsBa,
"20 East Dr, Markham, Ontario","$1,939,000 CAD",4 BedsBds,4 BathsBa,
"42 Clark Ave, Markham, Ontario","$1,998,000 CAD",3 BedsBds,4 BathsBa,"2,500 SqftSqft"
"42 Old Oak Lane, Markham, Ontario","$872,000 CAD",3 BedsBds,4 BathsBa,
"66 Calderbridge Cres, Markham, Ontario L3R9M4","$2,980,000 CAD",5 BedsBds,6 BathsBa,
"Markham Mills Townhomes, Markham, Ontario L3P3J3","$1,190,000 CAD",,,
"9704 McCowan Rd, Markham, Ontario","$440,000 CAD",,,
"2 Calderbridge Cres, Markham, Ontario L9R 9M8","$2,449,900 CAD",5 BedsBds,5 BathsBa,
"43 Manila Ave, Markham, Ontario L6C0W2","$1,688,000 CAD",4 BedsBds,4 BathsBa,
"83 The Meadows Ave, Markham, Ontario","$975,000 CAD",3 BedsBds,3 BathsBa,
"47 Tangmere Cres, Markham, Ontario L3R6Y6","$958,000 CAD",3 BedsBds,2 BathsBa,
"114 Alfred Paterson Dr, Markham, Ontario L6E1L5","$1,100,000 CAD",3 BedsBds,3 BathsBa,
"2 Westmeath Lane, Markham, Ontario L6B0A8","$699,000 CAD",2 BedsBds,2 BathsBa,
"2830 Denison St, Markham, Ontario L3S4T5","$939,900 CAD",4 BedsBds,4 BathsBa,
"7400 Markham Rd, Markham, Ontario L3S0C5","$659,000 CAD",2 BedsBds,2 BathsBa,
"18 Ferncliffe Cres, Markham, Ontario L3S4N9","$1,598,000 CAD",4 BedsBds,4 BathsBa,
"11 Dunsheath Way, Markham, Ontario, Markham, Ontario L6B1N3","$588,000 CAD",2 BedsBds,2 BathsBa,
"The Watford, Markham, Ontario L3R2G9","$500,000 CAD",,,
"No address available, Markham, Ontario L6E1J6","$888,000 CAD",3 BedsBds,4 BathsBa,
"10 Welland Rd, Markham, Ontario","$898,888 CAD",3 BedsBds,4 BathsBa,"1,500 SqftSqft"
"10 Westmeath Lane, Markham, Ontario","$738,888 CAD",2 BedsBds,2 BathsBa,"1,000 SqftSqft"
"15 Major Elliot Crt, Markham, Ontario","$1,288,000 CAD",3 BedsBds,3 BathsBa,
"Joy Station Condos - 9781 Markham Road, Markham, Markham, Ontario L6E 0H8","$550,000 CAD",,,
"3 Waterleaf Rd Markham Ontario L6B0Z3, Markham, Ontario L6B0Z3","$1,750,900 CAD",5 BedsBds,5 BathsBa,
"33 Lugano Cres, Markham, Ontario","$1,680,000 CAD",4 BedsBds,5 BathsBa,
"20 East Dr, Markham, Ontario","$1,939,000 CAD",4 BedsBds,4 BathsBa,
"42 Clark Ave, Markham, Ontario","$1,998,000 CAD",3 BedsBds,4 BathsBa,"2,500 SqftSqft"
"42 Old Oak Lane, Markham, Ontario","$872,000 CAD",3 BedsBds,4 BathsBa,
"66 Calderbridge Cres, Markham, Ontario L3R9M4","$2,980,000 CAD",5 BedsBds,6 BathsBa,
"Markham Mills Townhomes, Markham, Ontario L3P3J3","$1,190,000 CAD",,,
"9704 McCowan Rd, Markham, Ontario","$440,000 CAD",,,
"2 Calderbridge Cres, Markham, Ontario L9R 9M8","$2,449,900 CAD",5 BedsBds,5 BathsBa,
"43 Manila Ave, Markham, Ontario L6C0W2","$1,688,000 CAD",4 BedsBds,4 BathsBa,
"83 The Meadows Ave, Markham, Ontario","$975,000 CAD",3 BedsBds,3 BathsBa,
"47 Tangmere Cres, Markham, Ontario L3R6Y6","$958,000 CAD",3 BedsBds,2 BathsBa,
"114 Alfred Paterson Dr, Markham, Ontario L6E1L5","$1,100,000 CAD",3 BedsBds,3 BathsBa,
"2 Westmeath Lane, Markham, Ontario L6B0A8","$699,000 CAD",2 BedsBds,2 BathsBa,
"2830 Denison St, Markham, Ontario L3S4T5","$939,900 CAD",4 BedsBds,4 BathsBa,
"7400 Markham Rd, Markham, Ontario L3S0C5","$659,000 CAD",2 BedsBds,2 BathsBa,
"18 Ferncliffe Cres, Markham, Ontario L3S4N9","$1,598,000 CAD",4 BedsBds,4 BathsBa,
"11 Dunsheath Way, Markham, Ontario, Markham, Ontario L6B1N3","$588,000 CAD",2 BedsBds,2 BathsBa,
"The Watford, Markham, Ontario L3R2G9","$500,000 CAD",,,
"No address available, Markham, Ontario L6E1J6","$888,000 CAD",3 BedsBds,4 BathsBa,
"10 Welland Rd, Markham, Ontario","$898,888 CAD",3 BedsBds,4 BathsBa,"1,500 SqftSqft"
"10 Westmeath Lane, Markham, Ontario","$738,888 CAD",2 BedsBds,2 BathsBa,"1,000 SqftSqft"
"15 Major Elliot Crt, Markham, Ontario","$1,288,000 CAD",3 BedsBds,3 BathsBa,
"Joy Station Condos - 9781 Markham Road, Markham, Markham, Ontario L6E 0H8","$550,000 CAD",,,
"3 Waterleaf Rd Markham Ontario L6B0Z3, Markham, Ontario L6B0Z3","$1,750,900 CAD",5 BedsBds,5 BathsBa,
"33 Lugano Cres, Markham, Ontario","$1,680,000 CAD",4 BedsBds,5 BathsBa,
"20 East Dr, Markham, Ontario","$1,939,000 CAD",4 BedsBds,4 BathsBa,
"42 Clark Ave, Markham, Ontario","$1,998,000 CAD",3 BedsBds,4 BathsBa,"2,500 SqftSqft"
"42 Old Oak Lane, Markham, Ontario","$872,000 CAD",3 BedsBds,4 BathsBa,
"66 Calderbridge Cres, Markham, Ontario L3R9M4","$2,980,000 CAD",5 BedsBds,6 BathsBa,
"Markham Mills Townhomes, Markham, Ontario L3P3J3","$1,190,000 CAD",,,
"9704 McCowan Rd, Markham, Ontario","$440,000 CAD",,,
"2 Calderbridge Cres, Markham, Ontario L9R 9M8","$2,449,900 CAD",5 BedsBds,5 BathsBa,
"43 Manila Ave, Markham, Ontario L6C0W2","$1,688,000 CAD",4 BedsBds,4 BathsBa,
"83 The Meadows Ave, Markham, Ontario","$975,000 CAD",3 BedsBds,3 BathsBa,
"47 Tangmere Cres, Markham, Ontario L3R6Y6","$958,000 CAD",3 BedsBds,2 BathsBa,
"114 Alfred Paterson Dr, Markham, Ontario L6E1L5","$1,100,000 CAD",3 BedsBds,3 BathsBa,
"2 Westmeath Lane, Markham, Ontario L6B0A8","$699,000 CAD",2 BedsBds,2 BathsBa,
"2830 Denison St, Markham, Ontario L3S4T5","$939,900 CAD",4 BedsBds,4 BathsBa,
"7400 Markham Rd, Markham, Ontario L3S0C5","$659,000 CAD",2 BedsBds,2 BathsBa,
"18 Ferncliffe Cres, Markham, Ontario L3S4N9","$1,598,000 CAD",4 BedsBds,4 BathsBa,
"11 Dunsheath Way, Markham, Ontario, Markham, Ontario L6B1N3","$588,000 CAD",2 BedsBds,2 BathsBa,
"The Watford, Markham, Ontario L3R2G9","$500,000 CAD",,,
"No address available, Markham, Ontario L6E1J6","$888,000 CAD",3 BedsBds,4 BathsBa,
"10 Welland Rd, Markham, Ontario","$898,888 CAD",3 BedsBds,4 BathsBa,"1,500 SqftSqft"
"10 Westmeath Lane, Markham, Ontario","$738,888 CAD",2 BedsBds,2 BathsBa,"1,000 SqftSqft"
"15 Major Elliot Crt, Markham, Ontario","$1,288,000 CAD",3 BedsBds,3 BathsBa,
"Joy Station Condos - 9781 Markham Road, Markham, Markham, Ontario L6E 0H8","$550,000 CAD",,,
"3 Waterleaf Rd Markham Ontario L6B0Z3, Markham, Ontario L6B0Z3","$1,750,900 CAD",5 BedsBds,5 BathsBa,
"33 Lugano Cres, Markham, Ontario","$1,680,000 CAD",4 BedsBds,5 BathsBa,
"20 East Dr, Markham, Ontario","$1,939,000 CAD",4 BedsBds,4 BathsBa,
"42 Clark Ave, Markham, Ontario","$1,998,000 CAD",3 BedsBds,4 BathsBa,"2,500 SqftSqft"
"42 Old Oak Lane, Markham, Ontario","$872,000 CAD",3 BedsBds,4 BathsBa,
"66 Calderbridge Cres, Markham, Ontario L3R9M4","$2,980,000 CAD",5 BedsBds,6 BathsBa,
"Markham Mills Townhomes, Markham, Ontario L3P3J3","$1,190,000 CAD",,,
"9704 McCowan Rd, Markham, Ontario","$440,000 CAD",,,
"2 Calderbridge Cres, Markham, Ontario L9R 9M8","$2,449,900 CAD",5 BedsBds,5 BathsBa,
"43 Manila Ave, Markham, Ontario L6C0W2","$1,688,000 CAD",4 BedsBds,4 BathsBa,
"83 The Meadows Ave, Markham, Ontario","$975,000 CAD",3 BedsBds,3 BathsBa,
"47 Tangmere Cres, Markham, Ontario L3R6Y6","$958,000 CAD",3 BedsBds,2 BathsBa,
"114 Alfred Paterson Dr, Markham, Ontario L6E1L5","$1,100,000 CAD",3 BedsBds,3 BathsBa,
"2 Westmeath Lane, Markham, Ontario L6B0A8","$699,000 CAD",2 BedsBds,2 BathsBa,
"2830 Denison St, Markham, Ontario L3S4T5","$939,900 CAD",4 BedsBds,4 BathsBa,
"7400 Markham Rd, Markham, Ontario L3S0C5","$659,000 CAD",2 BedsBds,2 BathsBa,
"18 Ferncliffe Cres, Markham, Ontario L3S4N9","$1,598,000 CAD",4 BedsBds,4 BathsBa,
"11 Dunsheath Way, Markham, Ontario, Markham, Ontario L6B1N3","$588,000 CAD",2 BedsBds,2 BathsBa,
"The Watford, Markham, Ontario L3R2G9","$500,000 CAD",,,
"No address available, Markham, Ontario L6E1J6","$888,000 CAD",3 BedsBds,4 BathsBa,
"10 Welland Rd, Markham, Ontario","$898,888 CAD",3 BedsBds,4 BathsBa,"1,500 SqftSqft"
"10 Westmeath Lane, Markham, Ontario","$738,888 CAD",2 BedsBds,2 BathsBa,"1,000 SqftSqft"
"15 Major Elliot Crt, Markham, Ontario","$1,288,000 CAD",3 BedsBds,3 BathsBa,
"Joy Station Condos - 9781 Markham Road, Markham, Markham, Ontario L6E 0H8","$550,000 CAD",,,
"3 Waterleaf Rd Markham Ontario L6B0Z3, Markham, Ontario L6B0Z3","$1,750,900 CAD",5 BedsBds,5 BathsBa,
"33 Lugano Cres, Markham, Ontario","$1,680,000 CAD",4 BedsBds,5 BathsBa,
"20 East Dr, Markham, Ontario","$1,939,000 CAD",4 BedsBds,4 BathsBa,
"42 Clark Ave, Markham, Ontario","$1,998,000 CAD",3 BedsBds,4 BathsBa,"2,500 SqftSqft"
"42 Old Oak Lane, Markham, Ontario","$872,000 CAD",3 BedsBds,4 BathsBa,
"66 Calderbridge Cres, Markham, Ontario L3R9M4","$2,980,000 CAD",5 BedsBds,6 BathsBa,
"Markham Mills Townhomes, Markham, Ontario L3P3J3","$1,190,000 CAD",,,
"9704 McCowan Rd, Markham, Ontario","$440,000 CAD",,,
"2 Calderbridge Cres, Markham, Ontario L9R 9M8","$2,449,900 CAD",5 BedsBds,5 BathsBa,
"43 Manila Ave, Markham, Ontario L6C0W2","$1,688,000 CAD",4 BedsBds,4 BathsBa,
"83 The Meadows Ave, Markham, Ontario","$975,000 CAD",3 BedsBds,3 BathsBa,
"47 Tangmere Cres, Markham, Ontario L3R6Y6","$958,000 CAD",3 BedsBds,2 BathsBa,
"114 Alfred Paterson Dr, Markham, Ontario L6E1L5","$1,100,000 CAD",3 BedsBds,3 BathsBa,
"2 Westmeath Lane, Markham, Ontario L6B0A8","$699,000 CAD",2 BedsBds,2 BathsBa,
"2830 Denison St, Markham, Ontario L3S4T5","$939,900 CAD",4 BedsBds,4 BathsBa,
"7400 Markham Rd, Markham, Ontario L3S0C5","$659,000 CAD",2 BedsBds,2 BathsBa,
"18 Ferncliffe Cres, Markham, Ontario L3S4N9","$1,598,000 CAD",4 BedsBds,4 BathsBa,
"11 Dunsheath Way, Markham, Ontario, Markham, Ontario L6B1N3","$588,000 CAD",2 BedsBds,2 BathsBa,
"The Watford, Markham, Ontario L3R2G9","$500,000 CAD",,,
"No address available, Markham, Ontario L6E1J6","$888,000 CAD",3 BedsBds,4 BathsBa,
"10 Welland Rd, Markham, Ontario","$898,888 CAD",3 BedsBds,4 BathsBa,"1,500 SqftSqft"
"10 Westmeath Lane, Markham, Ontario","$738,888 CAD",2 BedsBds,2 BathsBa,"1,000 SqftSqft"
"15 Major Elliot Crt, Markham, Ontario","$1,288,000 CAD",3 BedsBds,3 BathsBa,
"Joy Station Condos - 9781 Markham Road, Markham, Markham, Ontario L6E 0H8","$550,000 CAD",,,
"3 Waterleaf Rd Markham Ontario L6B0Z3, Markham, Ontario L6B0Z3","$1,750,900 CAD",5 BedsBds,5 BathsBa,
"33 Lugano Cres, Markham, Ontario","$1,680,000 CAD",4 BedsBds,5 BathsBa,
"20 East Dr, Markham, Ontario","$1,939,000 CAD",4 BedsBds,4 BathsBa,
"42 Clark Ave, Markham, Ontario","$1,998,000 CAD",3 BedsBds,4 BathsBa,"2,500 SqftSqft"
"42 Old Oak Lane, Markham, Ontario","$872,000 CAD",3 BedsBds,4 BathsBa,
"66 Calderbridge Cres, Markham, Ontario L3R9M4","$2,980,000 CAD",5 BedsBds,6 BathsBa,
"Markham Mills Townhomes, Markham, Ontario L3P3J3","$1,190,000 CAD",,,
"9704 McCowan Rd, Markham, Ontario","$440,000 CAD",,,
"2 Calderbridge Cres, Markham, Ontario L9R 9M8","$2,449,900 CAD",5 BedsBds,5 BathsBa,
"43 Manila Ave, Markham, Ontario L6C0W2","$1,688,000 CAD",4 BedsBds,4 BathsBa,
"83 The Meadows Ave, Markham, Ontario","$975,000 CAD",3 BedsBds,3 BathsBa,
"47 Tangmere Cres, Markham, Ontario L3R6Y6","$958,000 CAD",3 BedsBds,2 BathsBa,
"114 Alfred Paterson Dr, Markham, Ontario L6E1L5","$1,100,000 CAD",3 BedsBds,3 BathsBa,
"2 Westmeath Lane, Markham, Ontario L6B0A8","$699,000 CAD",2 BedsBds,2 BathsBa,
"2830 Denison St, Markham, Ontario L3S4T5","$939,900 CAD",4 BedsBds,4 BathsBa,
"7400 Markham Rd, Markham, Ontario L3S0C5","$659,000 CAD",2 BedsBds,2 BathsBa,
"18 Ferncliffe Cres, Markham, Ontario L3S4N9","$1,598,000 CAD",4 BedsBds,4 BathsBa,
"11 Dunsheath Way, Markham, Ontario, Markham, Ontario L6B1N3","$588,000 CAD",2 BedsBds,2 BathsBa,
"The Watford, Markham, Ontario L3R2G9","$500,000 CAD",,,
"No address available, Markham, Ontario L6E1J6","$888,000 CAD",3 BedsBds,4 BathsBa,
"10 Welland Rd, Markham, Ontario","$898,888 CAD",3 BedsBds,4 BathsBa,"1,500 SqftSqft"
"10 Westmeath Lane, Markham, Ontario","$738,888 CAD",2 BedsBds,2 BathsBa,"1,000 SqftSqft"
"15 Major Elliot Crt, Markham, Ontario","$1,288,000 CAD",3 BedsBds,3 BathsBa,
"Joy Station Condos - 9781 Markham Road, Markham, Markham, Ontario L6E 0H8","$550,000 CAD",,,
"3 Waterleaf Rd Markham Ontario L6B0Z3, Markham, Ontario L6B0Z3","$1,750,900 CAD",5 BedsBds,5 BathsBa,
"33 Lugano Cres, Markham, Ontario","$1,680,000 CAD",4 BedsBds,5 BathsBa,
"20 East Dr, Markham, Ontario","$1,939,000 CAD",4 BedsBds,4 BathsBa,
"42 Clark Ave, Markham, Ontario","$1,998,000 CAD",3 BedsBds,4 BathsBa,"2,500 SqftSqft"
"42 Old Oak Lane, Markham, Ontario","$872,000 CAD",3 BedsBds,4 BathsBa,
"66 Calderbridge Cres, Markham, Ontario L3R9M4","$2,980,000 CAD",5 BedsBds,6 BathsBa,
"Markham Mills Townhomes, Markham, Ontario L3P3J3","$1,190,000 CAD",,,
"9704 McCowan Rd, Markham, Ontario","$440,000 CAD",,,
"2 Calderbridge Cres, Markham, Ontario L9R 9M8","$2,449,900 CAD",5 BedsBds,5 BathsBa,
"43 Manila Ave, Markham, Ontario L6C0W2","$1,688,000 CAD",4 BedsBds,4 BathsBa,
"83 The Meadows Ave, Markham, Ontario","$975,000 CAD",3 BedsBds,3 BathsBa,
"47 Tangmere Cres, Markham, Ontario L3R6Y6","$958,000 CAD",3 BedsBds,2 BathsBa,
"114 Alfred Paterson Dr, Markham, Ontario L6E1L5","$1,100,000 CAD",3 BedsBds,3 BathsBa,
"2 Westmeath Lane, Markham, Ontario L6B0A8","$699,000 CAD",2 BedsBds,2 BathsBa,
"2830 Denison St, Markham, Ontario L3S4T5","$939,900 CAD",4 BedsBds,4 BathsBa,
"7400 Markham Rd, Markham, Ontario L3S0C5","$659,000 CAD",2 BedsBds,2 BathsBa,
"18 Ferncliffe Cres, Markham, Ontario L3S4N9","$1,598,000 CAD",4 BedsBds,4 BathsBa,
"11 Dunsheath Way, Markham, Ontario, Markham, Ontario L6B1N3","$588,000 CAD",2 BedsBds,2 BathsBa,
"The Watford, Markham, Ontario L3R2G9","$500,000 CAD",,,
"No address available, Markham, Ontario L6E1J6","$888,000 CAD",3 BedsBds,4 BathsBa,
"10 Welland Rd, Markham, Ontario","$898,888 CAD",3 BedsBds,4 BathsBa,"1,500 SqftSqft"
"10 Westmeath Lane, Markham, Ontario","$738,888 CAD",2 BedsBds,2 BathsBa,"1,000 SqftSqft"
"15 Major Elliot Crt, Markham, Ontario","$1,288,000 CAD",3 BedsBds,3 BathsBa,
"Joy Station Condos - 9781 Markham Road, Markham, Markham, Ontario L6E 0H8","$550,000 CAD",,,
"3 Waterleaf Rd Markham Ontario L6B0Z3, Markham, Ontario L6B0Z3","$1,750,900 CAD",5 BedsBds,5 BathsBa,
"33 Lugano Cres, Markham, Ontario","$1,680,000 CAD",4 BedsBds,5 BathsBa,
"20 East Dr, Markham, Ontario","$1,939,000 CAD",4 BedsBds,4 BathsBa,
